SMILES,logKow_EPISuite
C1=C([S]([O-])(=O)=O)C=CC(=C1)C.C2=[N+](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=CC=C2,3.96
C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)COC(=O)C([S]([O-])(=O)=O)CC(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=O.[K+],9.45
C1=C(OC(=C(/C(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C=CC(=C1)[S]([O-])(=O)=O.[K+],6.15
C1=C(O[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=CC=C1NC(=O)C2=C(C(=C(Cl)C(=C2Cl)Cl)Cl)C([O-])=O.[K+],7.61
C2=C(NC(=O)C1=C(Cl)C(=C(Cl)C(=C1C([O-])=O)Cl)Cl)C=CC=C2O[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],9.62
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)(F)F.[NH4+],5.13
O=[S]([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],3.82
O=C(C(C(C(C(C(C(C(F)(F)F)(C(Cl)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O.N,5.98
O=[S]([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],4.49
C(N[S](C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(=O)=O)CC[N+](C)(C)C.[Cl-],2.81
C(N[S](C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(=O)=O)CC[N+](C)(C)C.[Cl-],3.48
C(N[S](C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(=O)=O)CC[N+](C)(C)C.[I-],4.15
C(N[S](C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(=O)=O)CC[N+](C)(C)C.[I-],4.82
O=[S]([O-])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+],5.83
O=[S]([O-])(=O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F.[K+],1.6
[K+].C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)(S(=O)(=O)[O-])C(C(F)(F)F)(F)F,2.5
FC(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)([S](=O)(=O)[O-])F.[K+],5.35
[Li+].[O-][S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,4.68
C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC)C([O-])=O.[K+],6.72
[K+].C[N+](C)([O-])CCC[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.69
C1=C(O[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=CC=C1NC(=O)C2=C(C(=C(Cl)C(=C2Cl)Cl)Cl)C([O-])=O.[K+],10.29
CN(C)CCCN(CC(CS(=O)(=O)[O-])O)S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[Na+],1.56
C2=C(NC(=O)C1=C(Cl)C(=C(Cl)C(=C1C([O-])=O)Cl)Cl)C=CC=C2O[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],8.28
C1=C(CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=CC=C1)[S]([O-])(=O)=O.[Na+],4.82
C1=C(CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=CC=C1)[S]([O-])(=O)=O.[Na+],2.14
C1=C(CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=CC=C1)[S]([O-])(=O)=O.[Na+],2.81
C1=C(CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=CC=C1)[S]([O-])(=O)=O.[Na+],3.48
C1=C(CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=CC=C1)[S]([O-])(=O)=O.[Na+],4.15
O=[S]([O-])(=O)C1(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F)C(F)(F)F.[K+],1.54
O=[S]([O-])(=O)C1(C(F)(C(F)(F)C(F)(F)C(F)(F)C1(F)F)C(F)(F)F)C(F)(F)F.[K+],2.33
C([N+](CCO)(C)C)CCN([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(O)C[S]([O-])(=O)=O.[K+].[OH-],0.02
C2=C(NC(=O)C1=C(Cl)C(=C(Cl)C(=C1C([O-])=O)Cl)Cl)C=CC=C2O[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],8.95
C=O.C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC)C([O-])=O.C(N[S](=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([O-])=O.[K+].[K+].C(C)C,5.5
C(C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)F)OP(=O)(O)OP(=O)(O)OCC2(C(C(C(C(C2(F)F)(F)F)(F)F)(F)F)(F)F)F,5.26
FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,5.68
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,6.02
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,4.26
OCC(F)(F)C(F)(F)C(F)(F)F,1.91
C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,3.25
CN(C)CCC[NH+]([O-])[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.78
FC(C(C(C(C(C(S(=O)(=O)O)(Cl)F)(F)F)(F)F)(F)F)(F)F)(F)F,3.77
FC(C(C(C(C(S(=O)(=O)O)(Cl)F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)F,5.1
FC(OC(C(C(C(C(S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,3.3
O=C(C(C(C(C(C(C(S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(F)(F)F,2.56
CC(=O)N1C2=C(CN(C1=O)NCC3=CN=CC=C3)C=C(C=C2)C(C(F)(F)F)(C(F)(F)F)F,0.55
C(C(F)(F)F)(C(F)(F)F)(C(F)(F)F)O,1.98
CCCCCCCCCCCCCC#CC(C(CO)N)O,5.03
FC(F)(COC(=O)C=C)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,4.38
FC1=C(F)C2=C(C(F)=C1F)C(F)(F)C(F)(F)C(F)(F)C2(F)F,5.6
FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,7.88
CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.15
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,6.5
FC(F)C(F)(F)COS(=O)(=O)C(F)(F)F,2.5
OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,3.49
OC(=O)C1=CC=CC=C1OC(F)(F)C(F)F,2.94
FC1(F)C=CC(F)(F)C1(F)F,3.36
OCCN(CCO)OP(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ON(CCO)CCO,0.39
NC1=CC(Cl)=C(OC(F)(F)C(F)C(F)(F)F)C=C1Cl,4.74
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,3.98
FC(F)=C(F)OC(F)(C(F)(F)F)C(F)(F)F,2.8
FC(F)C(F)(F)OC(F)(F)C(F)(F)S(F)(=O)=O,4.99
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(C=C)C=C1,8.84
FC(F)(F)C(F)(F)C(F)(F)OC(F)(Cl)C(F)(F)Cl,4.68
[H]N(C(=O)C(F)(F)C(F)(F)C(F)(F)F)C1=CC(Cl)=C(Cl)C=C1,5.08
[H]N(C(=O)C(F)(F)C(F)(F)C(F)(F)F)C1=CC(Cl)=CC(Cl)=C1,5.08
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOP(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,22.55
CCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9.5
FC(F)=C(F)F.OS(=O)(=O)C(F)(F)C(F)(F)OC(F)=C(F)F,0.71
FC(F)(F)C(F)(F)C(F)(F)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,4.15
OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,2.25
CC1(C)[C@H]2CC[C@]1(C)C(=O)C2C(=O)C(F)(F)C(F)(F)C(F)(F)F,5.31
FC(F)(C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F)C1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,10.51
FC(F)(C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F)C1(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C12F,9.97
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COCC1CO1,4.89
OC(C(F)(F)F)C(F)(F)C(F)(F)F,2.07
OC(COC(=O)C=C)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.72
COC(=O)C(F)(F)C(F)(F)Cl,2.07
[K+].FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.68
OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7.71
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.09
FC(F)(F)C(F)(OC(=O)C=C)C(F)(F)F,3.08
COC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,3.65
COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,4.61
COC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.08
FC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,11.26
[Li+].FC(F)(F)C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)F,4
FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.61
COC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,10.22
FC(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.31
CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,3.82
CCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,16.05
CCCCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,17.03
CCCCCCCCCCCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,18.02
OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.39
NCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.23
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCN=C=O,7.16
FC(F)(Cl)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(Cl)=O,4.75
OC1=CC=C(SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,8.49
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)C1=CC=CC=C1,5.79
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.43
OCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,5.33
OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,4.64
CN(CCOP(O)(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.75
FC(F)(F)C(F)(F)CCC(CCCCCCCCCBr)SC(CCCCCCCCCBr)CCC(F)(F)C(F)(F)F,16.01
OC(=O)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.7
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOP(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,18.53
CC(=O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7.24
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,5
OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,3.09
OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,4.86
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCCSCCCC(F)(F)C(F)(F)F)CC1=C3C=CC(O)=C1,11.23
OCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,9.95
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)I,4.2
FC(F)=C(F)C(F)(F)C1(F)OC1(F)F,2.65
FC(F)=C(F)C(F)(F)C(F)(F)C1(F)OC1(F)F,3.62
FC(F)C(F)(F)C(F)(F)C(F)=C,3.18
CN(C)C(F)(F)C(F)F,0.81
FC(F)(F)[C@]1(F)C(F)(F)[C@@](F)(C(F)(F)F)C1(F)F,4.62
FC(=C(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F,4.91
FC(F)(F)C(F)(OC(F)(F)C(F)(F)Br)C(F)(F)F,4.75
FC(F)(F)C(F)(N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F)C(F)(F)F,4.55
FC(F)C(F)(F)C(F)(F)C(F)(F)COP1(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)=N1,17.73
OC(=O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)Cl,6.59
OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.25
OC(COC(=O)C=C)CC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,4.24
CC(=C)C(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,4.79
CC(=C)C(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,6.12
OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.37
FC(=O)C(F)(OC(F)(F)C(F)(F)OC(F)(C(F)=O)C(F)(F)F)C(F)(F)F,1.49
FC(F)=C(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,5.24
FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,5.96
FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,7.3
OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.24
FC(F)C(F)(F)COC(F)(F)C(F)F,2.66
FC(F)C(F)(F)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,3.99
FC(=O)C(F)(OC(F)(F)C(F)(F)F)C(F)(F)F,1.82
FC(F)(F)C(F)(F)C(F)(F)CC(=O)OC=C,3.27
FC1(F)SC(F)(F)S1,5.14
OC(=O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,6.52
[Na+].[O-]S(=O)(=O)C1=CC=C(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,4.91
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,2.87
FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,6.54
CC(O)C(F)(F)C(F)F,1.05
CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,3.47
FC1=C(Cl)C(F)(F)C(F)(F)C1(F)F,3.91
FC(F)(F)C(F)(F)C(F)(F)CC1CO1,2.91
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,16.88
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C,6.44
FC(F)(C=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,6.64
Cl.FC1(F)CNCC1(F)F,1.65
FC(F)(CCI)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,8.43
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCI,5.78
FC(F)(Br)C(F)(F)CCBr,3.94
FC(F)(Br)C(F)(F)C=C,3.46
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COP1(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=NP(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=N1,33.42
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(C=C1)P(C1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,18.84
[I+](C1=CC=CC=C1)C1=CC=CC=C1.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,NA
[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C1=CC=C([I+]C2=CC=C(C=C2)C(C)(C)C)C=C1,NA
FC(F)C(F)(F)COCC1CO1,0.87
FC(F)=C(F)OC(F)(F)C(F)(F)OC(F)=C(F)F,2.61
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCI,8.46
NC(=O)C(F)(F)C(F)F,0.25
FC(=C(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,4.26
FC(F)(F)C(=O)CC(=O)C(F)(F)C(F)(F)F,1.85
OC(=O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl,5.31
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CI,6.14
FC(C(F)(F)F)S(F)(=O)=O,2.05
CC(C)(C)C(=O)CC(=O)C(F)(F)C(F)(F)F,2.8
FC(F)=C(F)C(F)(C(F)(F)F)C(F)(F)F,3.35
FC(F)(F)C(OC(=O)C=C)C(F)(F)F,2.47
